Empresa;Tipo;Servico;ID_Prestador;Nr_nf;Ds_Obs_Cmc;Vl_Solicitacao_Total;Solicitação;Pedido;Ds_Compra;Prioridade;Data;Data_Prev;Natureza da Solicitacao;Usuario;Situacao
24;CORRETIVO;ELETRICA;BRENO AUGUSTO SILVA CALDEIRA;;NF 9 - PAGAMENTO PARA 05/12/2023;550.0;3214;17538.0;REALIZADA;NORMAL;28/11/2023;28/11/2023;SERVICO/PRODUTO;1856;APROVADA
1;LOCACAO;ESTACIONAMENTO;LA VIA ESTACIONAMENTO;;NF 156792 - PROGRAMAR PAGAMENTO PARA O DIA 05/12/2023;2880.0;3216;17594.0;REALIZADA;NORMAL;28/11/2023;29/11/2023;SERVICO/PRODUTO;1856;APROVADA
11;CORRETIVO;ELETRICA;AGNALDO PAULA CAMPOS;;NF 1919 - VENCIMENTO 05/12/2023;450.0;3217;17595.0;REALIZADA;NORMAL;28/11/2023;29/11/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;517316.0;;873.95;3218;17700.0;PENDENTE;ALTA;28/11/2023;07/12/2023;COMPRA;1851;APROVADA
402;PREVENTIVO;ELEVADORES;SEGG ELEVADORES ;;NF 15018 - VENCIMNETO 05/12/2023;602.97;3219;17556.0;REALIZADA;NORMAL;28/11/2023;29/11/2023;SERVICO/PRODUTO;1856;APROVADA
30;;;;8084.0;NF 8084 - VENICMENTO 18/12/2023;190.56;3220;17607.0;REALIZADA;NORMAL;28/11/2023;30/11/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;284337.0;;16189.49;3222;17651.0;PENDENTE;NORMAL;28/11/2023;14/12/2023;COMPRA;1851;APROVADA
1;;;;414577.0;;4086.54;3223;17823.0;PENDENTE;NORMAL;28/11/2023;14/12/2023;COMPRA;1851;APROVADA
1;;;;17414.0;NF 17414;108318.68;3225;18283.0;REALIZADA;NORMAL;28/11/2023;16/01/2024;SERVICO/PRODUTO;1856;APROVADA
9;;;;;NFS 13;230.0;3235;17792.0;REALIZADA;NORMAL;29/11/2023;11/12/2023;SERVICO/PRODUTO;1853;APROVADA
8;;;;;NF 14;710.0;3236;17601.0;REALIZADA;NORMAL;29/11/2023;30/11/2023;SERVICO/PRODUTO;1853;APROVADA
24;;;;;NF 43;1688.89;3239;17599.0;REALIZADA;NORMAL;29/11/2023;30/11/2023;SERVICO/PRODUTO;1853;APROVADA
24;;;;;NF 44;1733.33;3240;17600.0;REALIZADA;NORMAL;29/11/2023;30/11/2023;SERVICO/PRODUTO;1853;APROVADA
30;;;;;NF 2639 CONFIRMADA PELO ALBERTO E PAGA PELA KAROL;82295.66;3251;;REALIZADA;NORMAL;30/11/2023;;SERVICO/PRODUTO;1853;APROVADA
9;;;;;;3400.0;3256;17664.0;REALIZADA;MEDIA;30/11/2023;06/12/2023;SERVICO/PRODUTO;1853;APROVADA
30;;;;;NF 8304 REPASSADA PELO ALBERTO;26806.71;3257;17718.0;REALIZADA;NORMAL;30/11/2023;07/12/2023;SERVICO/PRODUTO;1853;APROVADA
1;;;;994.0;NF 994;4921.55;3259;17629.0;REALIZADA;ALTA;01/12/2023;01/12/2023;SERVICO/PRODUTO;1853;ATENDIDA
29;PREVENTIVO;ELEVADORES;IN PLACE ELEVADORES;;NF 388 -  VENCIMENTO 11/12/2023;250.0;3269;17719.0;REALIZADA;NORMAL;04/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;ELEVADORES;IN PLACE ELEVADORES;;NF 387 - VENCIMENTO 11/12/2023;250.0;3270;17720.0;REALIZADA;NORMAL;04/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;TELEFONIA;TATITELE TELECOMUNICA��ES;;NF 8033 -VENCIMENTO 11/12/2023;998.15;3271;17721.0;REALIZADA;NORMAL;04/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
13;PREVENTIVO;LIMPEZA VITRINE ;DIEGO ALEXANDRE ALVES MARTINS;;NF 94 - PAGAMNETO PARA 11/12/2023;210.0;3272;17676.0;REALIZADA;NORMAL;04/12/2023;06/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;17517.0;FOI SOLICITADA UMA NOCA REQUSIICA POR CONTA DO SKU. ESPECIFICACAO NO E-MAIL.;2052570.6;3274;18194.0;REALIZADA;NORMAL;04/12/2023;11/01/2024;SERVICO/PRODUTO;1856;ATENDIDA
9;PREVENTIVO;MONITORAMENTO;ROMMA SISTEMAS;;NF 76058 - VENCIMENTO 10/12/2023;334.3;3281;17670.0;REALIZADA;NORMAL;04/12/2023;06/12/2023;SERVICO/PRODUTO;1856;APROVADA
10;;;;;NF 74 - VENCIMENTO 08/12/2023;860.0;3282;17669.0;REALIZADA;NORMAL;03/12/2023;06/12/2023;SERVICO/PRODUTO;1856;APROVADA
605;;;;3288233.0;LINK DO MATERIAL ENVIADO POR E-MAIL;379.0;3284;18081.0;PENDENTE;NORMAL;04/12/2023;28/12/2023;COMPRA;1856;APROVADA
1;;;;57211.0;MODELO DO MATERIAL ENVIADO POR EMAIL;520.0;3286;17917.0;PENDENTE;NORMAL;04/12/2023;15/12/2023;COMPRA;1856;APROVADA
1;;;;2886.0;NF 2886 - PAGAMENTO EFETUADO NO CARTAO DE CREDITO DO LUIZ (MOTORISTA);3510.0;3288;17697.0;REALIZADA;NORMAL;04/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;MAQUINARIOS ALFAIATARIA;BVSI SERVI�O E INSPECOES ;;NF 998 - VENCIMENTO 26/12/2023;6215.0;3292;17712.0;REALIZADA;NORMAL;04/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
8;;;;3144437.0;LINK DO MATERIAL SOLICITADO ENVIADO POR EMAIL;149.89;3293;17931.0;PENDENTE;NORMAL;04/12/2023;18/12/2023;COMPRA;1856;APROVADA
1;LOCACAO;CA�AMBAS;1A FORMIGA COLETA E GERENCIAMENTO;;N 27820 - VENCIMENTO 15/12/2023;400.0;3297;17752.0;REALIZADA;NORMAL;04/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;62692.0;LINK DO MATERIAL ENVIADO POR E-MAIL;155.0;3303;17916.0;PENDENTE;NORMAL;05/12/2023;15/12/2023;COMPRA;1856;APROVADA
1;AQUISI��O ;MONITORAMENTO;JONATHAN MORGENSTERN ;;NF 8 - VENCIMENTO 12/12/2023;430.0;3304;17684.0;REALIZADA;NORMAL;05/12/2023;06/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;3906.0;NF 3906 - PROGRAMAR PAGAMENTO PARA 12/12/2023;200.0;3305;17716.0;REALIZADA;NORMAL;05/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
8;AQUISI��O ;SERRALHERIA;ABC SERRALHERIA LTDA ;;NF 21 - PAGAMENTO PARA 12/12/2023;600.0;3308;17677.0;REALIZADA;NORMAL;04/12/2023;06/12/2023;SERVICO/PRODUTO;1856;APROVADA
19;;;;130.0;LINK DO MATERIAL ENVIAIDO POR E-MAIL;265.0;3309;17901.0;PENDENTE;NORMAL;05/12/2023;15/12/2023;COMPRA;1856;APROVADA
1;;;;55254.0;LINK DO MATERIAL ENVIADO POR E-MAIL;98.97;3311;17965.0;PENDENTE;NORMAL;05/12/2023;19/12/2023;COMPRA;1856;APROVADA
1;;;;5390.0;LINK DO MATERIAL ENVIADO POR E-MAIL;368.0;3312;17932.0;PENDENTE;NORMAL;05/12/2023;18/12/2023;COMPRA;1856;APROVADA
18;PREVENTIVO;AR CONDICIONADO;MBR CLIMATIZA�AO;;NF 1066 - VENCIMENTIO 25/12/2023;467.86;3314;17747.0;REALIZADA;NORMAL;06/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
9;;;;40287.0;NF 40287 - VENCIMENTO 12/12/2023;28.44;3316;17717.0;REALIZADA;NORMAL;06/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;PREVENTIVO;ZELADORIA;FLAVIO BARBOSA PASCOAL;;NF 73 - VENCIMENTO 30/12/2023;1050.0;3317;;REALIZADA;NORMAL;06/12/2023;;SERVICO/PRODUTO;1856;APROVADA
10;;;;2532995.0;LINK DO MATERIAL ENVIADO POR E-MAIL.;599.0;3319;19331.0;PENDENTE;NORMAL;06/12/2023;26/03/2024;COMPRA;1856;APROVADA
25;PREVENTIVO;AR CONDICIONADO;BIANCA CAROLINE LINO TAVARES ;;NF 2023/25 - PROGRAMAR PAGAMENTO PARA 15/12/2023;600.0;3321;17753.0;REALIZADA;NORMAL;05/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
25;PREVENTIVO;AR CONDICIONADO;BIANCA CAROLINE LINO TAVARES ;;NF 2023/24 - PROGRAMAR PAGAMENTO PARA 15/12/2023;600.0;3322;17754.0;REALIZADA;NORMAL;05/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;ELEVADORES;TK ELEVADORES BRASIL LTDA;;NF 451917 - VENCIMENTO 25/12/2023;1082.73;3324;17757.0;REALIZADA;NORMAL;06/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;4059.0;NF 4059 - VENCIMENTO 05/01/2024;9115.03;3326;17702.0;REALIZADA;NORMAL;06/12/2023;07/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;12457.0;LINK DO MATERIAL ENVIADO POR E-MIAL;909.3;3329;18019.0;PENDENTE;NORMAL;06/12/2023;26/12/2023;COMPRA;1856;APROVADA
30;;;;113617.0;LINK DO MATERIAL ENVIADO POR E-MAIL;137.31;3336;17929.0;PENDENTE;ALTA;07/12/2023;18/12/2023;COMPRA;1856;APROVADA
1;;;;;NF 517389 - PROGRAMAR PAGAMENTO PARA 14/12/2023;629.56;3338;17760.0;REALIZADA;NORMAL;07/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
25;CORRETIVO;JARDINAGEM;DHANYA LUIZA DA SILVA RODRIGUES;;NF 2023/40 - PROGRAMAR PAGAMENTO PARA 14/12/2023;200.0;3341;17761.0;REALIZADA;NORMAL;07/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;CONSULTORIA;CONSTRUGIX CONSTRUTORA E ADMINISTRADORA DE OBRA LTDA ;;NF 01/A1 - PROGRAMAR PAGAMENTO PARA 14/12/2023;28850.0;3343;17791.0;;;07/12/2023;11/12/2023;NAO TEM PEDIDO;1856;APROVADA
23;PREVENTIVO;LIMPEZA VITRINE ;ANDERSON RICARDO DE ARRUDA;;NF 67 - VENCIMENTO 14/12/2023;300.0;3346;17762.0;REALIZADA;NORMAL;07/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
821;OBRA;MATERIAIS;BMCD COMERCIO E DECORACAO LTDA;;NF 8760 - PAGAMENTO PARA 15/12/2023;18587.31;3364;17789.0;REALIZADA;NORMAL;08/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
11;;;;527295.0;LINK DOS MATERIAIS ENVIADOS POR E-MAIL.;1484.59;3365;17880.0;PENDENTE;NORMAL;08/12/2023;25/12/2023;COMPRA;1856;APROVADA
821;;;;28248.0;NF 28248 - PAGAMENTO JA  REALIZADO;25890.08;3367;17820.0;REALIZADA;NORMAL;08/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
30;OBRA;CIVIL;GE4 PAINEIS ;;NF 1590 - VENCIMENTO 09/12/2023;2890.0;3368;17756.0;REALIZADA;ALTA;08/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
19;CORRETIVO;ELETRICA;COSTA PROJETOS E CONSTRUCOES;;NF 29 - PAGAMENTO PARA 15/12/2023;400.0;3369;17763.0;REALIZADA;NORMAL;08/12/2023;08/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;AQUISI��O ;CURSO;ATIC - TECNOLOGIA;;NF 5385 - VENCIMENTO 29/12/2023;1200.0;3370;17790.0;REALIZADA;NORMAL;08/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
9;CORRETIVO;CIVIL;MARCO AURELIO DA SILVA;;NF 13 - PROGRAMAR PAGAMENTO PARA 15/12/2023;230.0;3371;;REALIZADA;NORMAL;08/12/2023;;SERVICO/PRODUTO;1856;APROVADA
605;;;;1119026.0;LINK DO MATERIAL ENVIADO POR E-MAIL;107.66;3373;18195.0;PENDENTE;NORMAL;08/12/2023;11/01/2024;COMPRA;1856;APROVADA
8;PREVENTIVO;SKY;INT SOLUCOES EM ILUMINACAO E AUTOMACAO;;NF 93 - PAGAMENTO PARA 15/12/2023;2500.0;3374;17793.0;REALIZADA;NORMAL;08/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 662 - VENCIMENTO 15/12/2023;5079.24;3376;17798.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 666 - VENCIMENTO 15/12/2023;165.0;3377;17802.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 660 - VENCIMENTO 15/12/2023;220.0;3378;17794.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 663 - VENCIMENTO 15/12/2023;176.0;3379;17800.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 658 - VENCIMENTO 15/12/2023;4400.0;3380;17796.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 664 - VENCIMENTO 15/12/2023;176.0;3381;17801.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;MONITORAMENTO;ALCOMSP MONITORAMENTO ;;NF 659 - VENCIMENTO 15/12/2023;4400.0;3382;17797.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
14;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 27674 - VENCIMENTO 04/01/2024;105.85;3383;17807.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
605;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 27750 - VENCIMENTO 05/01/2024;105.85;3387;17808.0;REALIZADA;NORMAL;11/12/2023;11/12/2023;SERVICO/PRODUTO;1856;APROVADA
2;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 27751 - VENCIMENTO 04/01/2024;158.78;3388;17811.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
607;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 27711 - VENCIMENTO 05/01/2024;105.49;3389;17812.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
30;PREVENTIVO;LIMPEZA VITRINE ;LIMP QUALITY;;NF 27731 - VENCIMENTO 04/01/2024;667.46;3390;17813.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
13;PREVENTIVO;AR CONDICIONADO;CONTROL AIR ENGENHARIA;;NF 26128 - VENICMENTO 02/01/2024;262.53;3391;17814.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;ELEVADORES;SEGG ELEVADORES ;;NF 15127 - VENCIMENTO 05/01/2024;602.97;3392;17829.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
11;;;;878.0;LINK DO MATERIAL ENVIADO POR E-MAIL;104.99;3393;17836.0;PENDENTE;NORMAL;11/12/2023;22/12/2023;COMPRA;1856;APROVADA
25;PREVENTIVO;MONITORAMENTO;EMIVE PATRULHA 24 HORAS LTDA;;NF 2023/324030 - VENCIMENTO 02/01/2024;266.48;3394;17815.0;REALIZADA;NORMAL;11/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
24;;;;18084.0;LINK DO MATERIAL ENVIADO POR E-MAIL;2634.0;3395;18173.0;PENDENTE;NORMAL;11/12/2023;19/01/2024;COMPRA;1856;APROVADA
1;;;;6205.0;ORCAMENTO ENVIADO POR EMAIL;2130.8;3401;17842.0;PENDENTE;NORMAL;12/12/2023;15/12/2023;COMPRA;1856;APROVADA
1;OBRA;CIVIL;ATELIERS DE FRANCE CONSTRUTORA LTDA.;;NF 656 - PAGAMENTO PARA 22/12/2023;8610.32;3402;17839.0;REALIZADA;NORMAL;12/12/2023;12/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;OBRA;CIVIL;SLG COMERCIO DE SISTEMAS DE AUTOMACAO ;;NF 32327 - VENCIMENTO 20/12/2023;25889.2;3404;;REALIZADA;NORMAL;12/12/2023;;SERVICO/PRODUTO;1856;APROVADA
1;CORRETIVO;LIMPEZA;ANDRE EUFAZIO VIDAL ;;NF 59 - VENCIMENTO 19/12/2023;320.0;3405;17874.0;REALIZADA;NORMAL;12/12/2023;13/12/2023;SERVICO/PRODUTO;1856;APROVADA
14;CORRETIVO;ENVELOPAMENTO;FABIO CLEMENTE COSTA;;NF 33 - VENCIMENTO 19/12/2023;500.0;3408;17867.0;REALIZADA;NORMAL;12/12/2023;13/12/2023;SERVICO/PRODUTO;1856;APROVADA
19;CORRETIVO;MAQUINARIOS ALFAIATARIA;EDSON MOTA DOS REIS;;NF 10 - VENCIMENTO 19/12/2023;488.0;3409;17869.0;REALIZADA;NORMAL;12/12/2023;13/12/2023;SERVICO/PRODUTO;1856;APROVADA
30;;;;;NF 7928 - VENCIMENTO A COMBINAR COM A KAROL;279.98;3413;17882.0;REALIZADA;NORMAL;13/12/2023;14/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;;;;1396472.0;LINK DO MATERIAL ENVIADO POR E-MAIL;129.9;3414;18110.0;PENDENTE;NORMAL;13/12/2023;03/01/2024;COMPRA;1856;APROVADA
5;;;;24967.0;SEGUIR MODELO DO LINK ENVIADO POR E-MAIL;1000.0;3415;18076.0;PENDENTE;NORMAL;13/12/2023;29/12/2023;COMPRA;1856;APROVADA
9;CORRETIVO;MONITORAMENTO;ROMMA SISTEMAS;;NF 6911 - VENCIMENTO 19/12/2023;62.38;3417;17895.0;REALIZADA;NORMAL;13/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
9;;;;40341.0;NF 40341 - VENCIMENTO 19/12/2023;23.1;3418;17884.0;REALIZADA;NORMAL;13/12/2023;14/12/2023;SERVICO/PRODUTO;1856;APROVADA
25;;;;;NF 2023/316 - VENCIMENTO 02/01/2024;1290.0;3419;17896.0;REALIZADA;NORMAL;13/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
30;OBRA;CIVIL;ALEMAO LOGISTICA ;;NF 4222 - PAGAMENTO PARA 21/12/2023;6227.26;3420;17900.0;REALIZADA;NORMAL;13/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 4 - VENCIMENTO 26/12/2023;250.0;3428;17897.0;REALIZADA;NORMAL;14/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
23;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 3 - VENCIMENTO 26/12/2023;1550.0;3429;17898.0;REALIZADA;NORMAL;14/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
2;CORRETIVO;MARCENARIA;MAD ART EM MOVEIS LTDA;;NF 2 - VENCIMENTO 26/12/2023;1350.0;3430;17899.0;REALIZADA;NORMAL;14/12/2023;15/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2469 - VENCIMENTO 02/01/2024;3000.0;3439;17937.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2470 - VENCIMENTO 02/01/2024;2000.0;3440;17939.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2471 VENCIMENTO 02/11/2023;800.0;3442;17938.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2472 - VENCIMENTO 02/01/2024;900.0;3443;17940.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
607;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2473 - VENCIMENTO 02/01/2024;180.0;3444;17941.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
2;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2474 - VENCIMENTO 02/04/2023;250.0;3445;17942.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
14;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2475 - VENCIMENTO 02/01/2024;270.0;3446;17943.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
605;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2476 - VENCIMENTO 02/01/2024;180.0;3447;17944.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
30;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2477 - VENCIMENTO 02/01/2024;1100.0;3448;17945.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
5;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2479 - VENCIMENTO 02/01/2024;500.0;3449;17946.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
23;PREVENTIVO;AR CONDICIONADO;BRASCON REFRIGERA��O E AR CONDICIONADO ;;NF 2480 - VENCIMENTO 02/01/2024;400.0;3450;17947.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;4392.0;FAVOR SEGUIR O MODELO ENVIADO POR E-MAIL;530.1;3451;17992.0;PENDENTE;ALTA;18/12/2023;08/01/2024;COMPRA;1856;APROVADA
24;PREVENTIVO;LIMPEZA VITRINE ;LURHAN DE ALMEIDA SALOMAO;;NF 2023/593 - PAGAMENTO PARA 02/01/2024;500.0;3452;17948.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
25;PREVENTIVO;LIMPEZA VITRINE ;LURHAN DE ALMEIDA SALOMAO;;NF 2023/592 - PAGAMENTO PARA 02/01/2024;650.0;3453;17949.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
2;;;;912.0;LINK ENVIADO POR EMAIL;104.99;3454;18015.0;PENDENTE;NORMAL;18/12/2023;28/12/2023;COMPRA;1856;APROVADA
11;;;;4291.0;NF 4291 - VENCIMENTO 25/12/2023;945.0;3456;17968.0;REALIZADA;NORMAL;18/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
9;PREVENTIVO;MARCENARIA;DS INDUSTRIA DE M�VEIS E COZINHA LTDA;;NF 239 - PAGAMENTO PARA O DIA 26/12/2023;600.0;3464;17975.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;PREVENTIVO;JARDINAGEM;WK PLANTAS & FLORES LTDA ;;NF 264 - VENCIMENTO 27/12/2023;1325.0;3466;17964.0;REALIZADA;NORMAL;19/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;177355.0;NF 177355 - VENCIMENTO 21/12/2023;1207.3;3467;17963.0;REALIZADA;NORMAL;19/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;PREVENTIVO;CONTROLE DE PRAGAS ;D.D COOPER DEDETIZADORA ;;NF 3716 - VENCIMENTO 28/12/2023;8439.05;3469;17973.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
402;PREVENTIVO;CONTROLE DE PRAGAS ;D.D COOPER DEDETIZADORA ;;NF  3717 - VENCIMENTO 28/12/2023;7388.55;3470;17960.0;REALIZADA;NORMAL;19/12/2023;19/12/2023;SERVICO/PRODUTO;1856;APROVADA
607;;;;12872909.0;LINK DO MATERIAL ENVIADO POR EMIAL;96.49;3471;18072.0;REALIZADA;NORMAL;19/12/2023;28/12/2023;SERVICO/PRODUTO;1856;APROVADA
5;PREVENTIVO;LIMPEZA VITRINE ;DOUGLAS A DA SILVA;;NF 3451 - VENCIMENTO 01/01/2024;100.0;3472;17980.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
10;CORRETIVO;MAQUINARIOS ALFAIATARIA;JONAS JOAQUIM DA SILVA;;NF 11 - PAGAMENTO PARA 26/12/2023;300.0;3473;17981.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;306539.0;;51.22;3474;17998.0;PENDENTE;NORMAL;19/12/2023;20/12/2023;COMPRA;1856;APROVADA
1;PREVENTIVO;TELEFONIA;TATITELE TELECOMUNICA��ES;;NF 8049 - VENCIMENTO 10/01/2024;998.18;3475;17982.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
8;;;;;NF 78 - PAGAMENTO PARA 26/12/2023;947.0;3476;17976.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
9;;;;;NF 64 - PAGAMENTO PARA 26/12/2023;2997.0;3477;17977.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
841;;;;;NF 212 - VENCIMENTO 02/01/2024;5000.0;3478;17978.0;REALIZADA;NORMAL;19/12/2023;20/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;1933111.0;LINK DO MATERIAL ENVIADO POR E-MAIL;1999.0;3487;18031.0;PENDENTE;NORMAL;20/12/2023;26/12/2023;COMPRA;1856;APROVADA
14;;;;;NF 5 - VENCIMENTO 03/01/2024;1280.0;3490;18005.0;REALIZADA;NORMAL;20/12/2023;21/12/2023;SERVICO/PRODUTO;1856;APROVADA
1;;;;544922.0;SOLICITADO NOVA SOLICITACAO - NF 544922 - VENCIMENTO 26/12/2023;3460.22;3494;18035.0;REALIZADA;NORMAL;21/12/2023;26/12/2023;SERVICO/PRODUTO;1856;ATENDIDA
