Empresa;Data;Situacao;Usuario;Solicitação;Nr_nf;Sku;Dt_Preventrega;Pedido;Ds_Prioridade;Ds_Compra;Vl_Solicitacao_Total;Cod_Ccusto;Obs_lin1;Obs_lin2;Obs_lin3;Obs_lin4
9;25/09/2024;APROVADA;1856;7462;;4126;30/09/2024;22997;NORMAL;REALIZADA;730.0;FACILITIES;NF 1083 - PAGAMENTO PARA 10/10;;;
8;25/09/2024;APROVADA;1856;7465;;4126;01/10/2024;23009;NORMAL;REALIZADA;380.0;FACILITIES;NF 1082 - PAGAMENTO PARA 10/10;;;
25;25/09/2024;APROVADA;1857;7466;;623;30/09/2024;22981;NORMAL;REALIZADA;16489.44;FACILITIES;NF 33 - DEPOSITO PARA 10/10;;;
24;26/09/2024;APROVADA;1857;7478;;623;27/09/2024;22969;NORMAL;REALIZADA;2544.44;FACILITIES;NF 34 - DEPOSITO PARA 10/10;;;
30;26/09/2024;APROVADA;1857;7487;;4126;;;NORMAL;REALIZADA;696.0;FACILITIES;NF 30754 - BOLETO PARA 04/10;;;
14;26/09/2024;APROVADA;1857;7490;;4126;;;NORMAL;REALIZADA;110.38;FACILITIES;NF 30616 - BOLETO PARA 04/10;;;
843;26/09/2024;APROVADA;1857;7491;;4126;;;NORMAL;REALIZADA;165.57;FACILITIES;NF 30815 - BOLETO PARA 04/10;;;
19;27/09/2024;APROVADA;1856;7504;;5011747;;;NORMAL;PENDENTE;584.25;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;27/09/2024;ATENDIDA;1856;7517;885750.0;733123;07/10/2024;23129;NORMAL;PENDENTE;1479.71;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
23;27/09/2024;APROVADA;1856;7531;1394.0;5004236;01/10/2024;23017;NORMAL;REALIZADA;11000.0;FACILITIES;NF 1394 - PAGAMENTO PARA 11/10;;;
605;29/09/2024;APROVADA;1856;7535;1403.0;596811;01/10/2024;23034;NORMAL;REALIZADA;4261.0;FACILITIES;NF 1403;;;
841;30/09/2024;APROVADA;1857;7538;;534711;01/10/2024;23045;NORMAL;REALIZADA;18850.0;FACILITIES;NF 360 - PAGAMENTO PARA 10/10;;;
1;30/09/2024;APROVADA;1857;7540;;623;01/10/2024;23049;NORMAL;REALIZADA;4200.0;FACILITIES;NF 163 - DEPOSITO PARA 09/10;;;
1;30/09/2024;APROVADA;1857;7545;14048.0;5000746;07/10/2024;23201;NORMAL;PENDENTE;2445.0;FACILITIES;SEGUIR CONFORME O EMAIL.;;;
25;30/09/2024;APROVADA;1857;7547;;623;01/10/2024;23012;NORMAL;REALIZADA;15492.22;FACILITIES;NF 32 - DEPOSITO PARA 10/10;;;
25;30/09/2024;APROVADA;1857;7561;;534711;02/10/2024;23062;NORMAL;REALIZADA;160.0;FACILITIES;NF 69 - DEPOSITO PARA 11/10;;;
25;30/09/2024;APROVADA;1857;7564;4559.0;5001310;02/10/2024;23066;NORMAL;REALIZADA;29.9;FACILITIES;NF 4559 - DEPOSITO PARA 09/10;;;
24;30/09/2024;APROVADA;1857;7568;4560.0;5007945;02/10/2024;23065;NORMAL;REALIZADA;58.9;FACILITIES;NF 4560 - DEPOSITO PARA 09/10;;;
13;30/09/2024;APROVADA;1857;7571;;623;02/10/2024;23072;NORMAL;REALIZADA;1415.0;FACILITIES;NF 23 - PAGAMENTO PARA 14/10;;;
10;30/09/2024;APROVADA;1857;7572;;4126;02/10/2024;23074;NORMAL;REALIZADA;600.0;FACILITIES;NF 14 - PAGAMENTO PARA 14/10;;;
1;30/09/2024;APROVADA;1856;7579;107265.0;5009864;03/10/2024;23130;NORMAL;PENDENTE;599.0;FACILITIES;;;;
5;01/10/2024;APROVADA;1856;7585;;4126;02/10/2024;23093;NORMAL;REALIZADA;100.0;FACILITIES;NF 4205 - PAGAMENTO PARA 07/10;;;
1;01/10/2024;APROVADA;1856;7595;6886.0;5001210;09/10/2024;23275;NORMAL;PENDENTE;165.76;FACILITIES;;;;
18;01/10/2024;APROVADA;1856;7596;;525457;03/10/2024;23106;NORMAL;REALIZADA;467.86;FACILITIES;NF 1127 - PAGAMENTO PARA 04/10;;;
821;01/10/2024;APROVADA;1856;7616;13027.0;5006858;02/10/2024;23058;NORMAL;REALIZADA;1269.0;FACILITIES;NF 13027 - PAGAMENTO PARA 09/10;;;
8;01/10/2024;APROVADA;1856;7627;;5004508;28/10/2024;23680;NORMAL;PENDENTE;120.35;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
821;02/10/2024;APROVADA;1856;7628;13367.0;5014339;02/10/2024;23057;NORMAL;REALIZADA;1724.36;FACILITIES;NF 13367 - PAGAMENTO PARA 02/10;;;
1;02/10/2024;APROVADA;1856;7632;;525457;04/11/2024;23820;NORMAL;PENDENTE;6400.0;FACILITIES;;;;
821;02/10/2024;APROVADA;1857;7636;16467.0;5014070;04/10/2024;23168;NORMAL;REALIZADA;1441.7;FACILITIES;NF 16467 - BOLETO PARA 07/10;;;
25;02/10/2024;APROVADA;1857;7640;;525457;04/10/2024;23153;NORMAL;REALIZADA;600.0;FACILITIES;NF 18 - DEPOSITO PARA 01/11;;;
8;02/10/2024;APROVADA;1857;7642;;623;04/10/2024;23179;NORMAL;REALIZADA;310.0;FACILITIES;NF 53 - DEPOSITO PARA 15/10;;;
9;02/10/2024;APROVADA;1857;7643;;623;04/10/2024;23174;NORMAL;REALIZADA;300.0;FACILITIES;NF 54 - PAGAMENTO PARA 15/10;;;
821;02/10/2024;APROVADA;1857;7644;;5785;04/10/2024;23186;NORMAL;REALIZADA;1280.0;403070000;NF 12617 - BOLETO PARA 15/10;;;
24;02/10/2024;APROVADA;1857;7646;;525457;04/10/2024;23172;NORMAL;REALIZADA;3629.9;FACILITIES;NF 4 - PAGAMENTO PARA 08/10;;;
19;02/10/2024;APROVADA;1857;7648;;623;04/10/2024;23156;NORMAL;REALIZADA;700.0;FACILITIES;NF 1 - DEPOSITO PARA 09/10;;;
1;02/10/2024;APROVADA;1857;7649;;534711;04/10/2024;23154;NORMAL;REALIZADA;4617.0;FACILITIES;NF 31 - DEPOSITO PARA 11/10;;;
13;02/10/2024;APROVADA;1857;7651;9963.0;574710;04/10/2024;23152;NORMAL;REALIZADA;460.0;FACILITIES;NF 9963 - BOLETO PARA 21/10;;;
18;02/10/2024;APROVADA;1857;7652;;525457;04/10/2024;23149;NORMAL;REALIZADA;524.0;FACILITIES;NF 1131 - DEPOSITO PARA 25/10;;;
29;02/10/2024;APROVADA;1857;7654;;525457;04/10/2024;23142;NORMAL;REALIZADA;250.0;FACILITIES;NF 830 - BOLETO PARA 10/10;;;
1;02/10/2024;APROVADA;1857;7656;;525457;04/10/2024;23144;NORMAL;REALIZADA;250.0;FACILITIES;NF 831 - BOLETO PARA 10/10;;;
9;02/10/2024;NAO LIBERADA;1857;7657;;2105;;;NORMAL;REALIZADA;351.02;FACILITIES;NF 113096 - BOLETO PARA 10/10;;;
402;02/10/2024;APROVADA;1857;7660;;621;07/10/2024;23191;NORMAL;REALIZADA;387.64;FACILITIES;NF 32290 - BOLETO PARA 15/10;;;
831;02/10/2024;APROVADA;1857;7661;;621;07/10/2024;23192;NORMAL;REALIZADA;387.64;FACILITIES;NF 32291 - BOLETO PARA 15/10;;;
801;02/10/2024;APROVADA;1857;7662;;621;04/10/2024;23187;NORMAL;REALIZADA;219.1;FACILITIES;NF 32292 - BOLETO PARA 15/10;;;
605;02/10/2024;APROVADA;1857;7663;;621;07/10/2024;23194;NORMAL;REALIZADA;408.01;FACILITIES;NF 32293 - BOLETO PARA 15/10;;;
841;02/10/2024;APROVADA;1857;7664;;621;04/10/2024;23188;NORMAL;REALIZADA;194.19;FACILITIES;NF 32294 - BOLETO PARA 15/10;;;
1;02/10/2024;APROVADA;1857;7665;;621;07/10/2024;23196;NORMAL;REALIZADA;3787.72;FACILITIES;NF 32297 - BOLETO PARA 15/10;;;
30;02/10/2024;APROVADA;1857;7668;9660.0;5012722;04/10/2024;23138;NORMAL;REALIZADA;200.0;FACILITIES;NF 9660 - DEPOSITO PARA 23/10;;;
1;02/10/2024;APROVADA;1856;7671;;525457;04/10/2024;23170;NORMAL;REALIZADA;2200.0;FACILITIES;NF 66 - PAGAMENTO 11/10;;;
23;03/10/2024;APROVADA;1856;7673;;4126;04/10/2024;23181;NORMAL;REALIZADA;300.0;FACILITIES;NF 211- PAGAMENTO PARA 10/10;;;
1;03/10/2024;APROVADA;1856;7675;14314.0;5009854;07/10/2024;23203;NORMAL;PENDENTE;1642.0;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
841;03/10/2024;APROVADA;1856;7682;;5010538;;;NORMAL;PENDENTE;115.71;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
11;04/10/2024;APROVADA;1856;7709;;623;07/10/2024;23208;NORMAL;REALIZADA;450.0;FACILITIES;NF 64 - PAGAMENTO PARA  18/10;;;
841;04/10/2024;APROVADA;1856;7711;2402.0;5014347;07/10/2024;23215;NORMAL;REALIZADA;320.0;FACILITIES;NF 2402 - PAGAMENTO PARA 15/010/2024;;;
30;04/10/2024;APROVADA;1856;7713;2403.0;5014347;07/10/2024;23217;NORMAL;REALIZADA;640.0;FACILITIES;NF 2403 - VENCIMENTO 15/10;;;
821;04/10/2024;APROVADA;1856;7715;24169.0;735028;10/10/2024;23284;NORMAL;REALIZADA;24314.78;FACILITIES;NF 24169 - PAGAMENTO JA REALIZADO;;;
1;07/10/2024;APROVADA;1856;7724;;692553;09/10/2024;23259;NORMAL;REALIZADA;400.0;FACILITIES;NF 5981 - VENCIMENTO 04/11;;;
607;07/10/2024;APROVADA;1856;7725;;534711;09/10/2024;23263;NORMAL;REALIZADA;320.0;FACILITIES;NF 33 - VENCIMENTO 17/10;;;
841;07/10/2024;APROVADA;1856;7726;;534711;09/10/2024;23264;NORMAL;REALIZADA;1200.0;FACILITIES;NF 32 - VENCIMENTO 17/10;;;
1;07/10/2024;APROVADA;1856;7740;;705;04/11/2024;23841;NORMAL;REALIZADA;105.0;FACILITIES;;;;
1;07/10/2024;APROVADA;1856;7742;12593.0;5012722;09/10/2024;23270;NORMAL;REALIZADA;200.0;FACILITIES;NF 9875 - PAGAMENTO PARA 28/10;;;
8;07/10/2024;APROVADA;1856;7749;;623;09/10/2024;23254;NORMAL;REALIZADA;190.0;FACILITIES;NF 56 - PAGAMENTO PARA 21/10;;;
1;07/10/2024;APROVADA;1856;7751;;89677;09/10/2024;23253;NORMAL;REALIZADA;703.5;FACILITIES;NF 919 -  VENCIMENTO PARA 20/10;;;
9;08/10/2024;APROVADA;1856;7760;;2105;09/10/2024;23271;NORMAL;REALIZADA;351.02;FACILITIES;NF 113096 - VENCIMENTO 10/10;;;
25;08/10/2024;APROVADA;1856;7762;;2105;09/10/2024;23256;NORMAL;REALIZADA;6532.5;FACILITIES;NF 2703 - VENCIMENTO 15/10;;;
30;08/10/2024;APROVADA;1856;7782;20233.0;574710;10/10/2024;23292;NORMAL;REALIZADA;530.0;FACILITIES;NF 20233 - VENCIMENTO 27/10;;;
5;09/10/2024;APROVADA;1856;7820;1414.0;5004236;10/10/2024;23295;NORMAL;REALIZADA;3464.0;FACILITIES;NF 1414 - PAGAMENTO PARA  18/10;;;
9;09/10/2024;APROVADA;1856;7821;;623;10/10/2024;23299;NORMAL;REALIZADA;380.0;FACILITIES;NF 58 - PAGAMENTO PARA 23/10;;;
8;09/10/2024;APROVADA;1856;7822;;623;10/10/2024;23301;NORMAL;REALIZADA;420.0;FACILITIES;NF 57 - PAGAMENTO PARA 23/10;;;
8;10/10/2024;APROVADA;1856;7827;;525457;10/10/2024;23316;NORMAL;REALIZADA;850.0;FACILITIES;NF 92 - PAGAMENTO PARA 24/10;;;
25;10/10/2024;APROVADA;1856;7828;;623;10/10/2024;23309;NORMAL;REALIZADA;1073.92;FACILITIES;NF 2024/36 - PAGAMENTO PARA  22/10;;;
605;09/10/2024;APROVADA;1856;7829;;534711;15/10/2024;23402;NORMAL;REALIZADA;750.0;FACILITIES;NF 32 - PAGAMENTO PARA  16/10;;;
1;10/10/2024;APROVADA;1856;7831;52891.0;5005130;10/10/2024;23308;NORMAL;REALIZADA;2036.0;FACILITIES;NF 52891 - VENCIMENTO 06/11;;;
9;10/10/2024;APROVADA;1856;7832;;4126;11/10/2024;23327;NORMAL;REALIZADA;2700.0;FACILITIES;NF1137 - PAGAMENTO PARA 23/10;;;
9;10/10/2024;APROVADA;1856;7833;;4126;11/10/2024;23328;NORMAL;REALIZADA;730.0;FACILITIES;NF 1138 - PAGAMENTO PARA 23/10;;;
8;10/10/2024;APROVADA;1856;7834;;4126;11/10/2024;23340;NORMAL;REALIZADA;380.0;FACILITIES;NF 1139 - PAGAMENTO PARA 23/10;;;
9;10/10/2024;APROVADA;1856;7846;;623;11/10/2024;23326;NORMAL;REALIZADA;670.0;FACILITIES;NF 478 - PAGAMENTO PARA 14/10;;;
25;10/10/2024;APROVADA;1856;7866;;623;14/10/2024;23345;NORMAL;REALIZADA;1616.0;FACILITIES;NF 2024/192 VENCIMENTO 01/11;;;
841;11/10/2024;APROVADA;1856;7868;;4126;15/10/2024;23378;NORMAL;REALIZADA;1050.0;FACILITIES;NF 265 - VENCIMENTO 30/10;;;
605;11/10/2024;APROVADA;1856;7871;;623;15/10/2024;23373;NORMAL;REALIZADA;2500.0;FACILITIES;NF 28 - PAGAMENTO PARA 18/10;;;
1;11/10/2024;APROVADA;1856;7872;;181844;11/10/2024;23337;NORMAL;REALIZADA;1700.0;FACILITIES;NF 29 - PAGAMENTO PARA 18/10;;;
1;11/10/2024;APROVADA;1856;7875;633330.0;5005309;30/10/2024;23737;ALTA;PENDENTE;2313.31;FACILITIES;MODELO DO MATERIAL ENVIADO POR EMAIL;;;
18;11/10/2024;APROVADA;1856;7880;;574710;15/10/2024;23374;NORMAL;REALIZADA;240.0;FACILITIES;NF 17534 - VENCIMENTO 04/11;;;
1;11/10/2024;APROVADA;1856;7882;1885363.0;5007673;18/10/2024;23368;ALTA;PENDENTE;427.32;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;11/10/2024;APROVADA;1856;7896;45131.0;5014213;15/10/2024;23380;NORMAL;REALIZADA;23755.19;FACILITIES;NF 45131 - PAGAMENTO PARA 20/10 / REF. MERCADO LIVRE DE ENERGIA;;;
25;11/10/2024;APROVADA;1856;7897;;2105;31/10/2024;23790;NORMAL;REALIZADA;292.0;FACILITIES;NF 2024/308566 - VENCIMENTO 01/11;;;
605;14/10/2024;APROVADA;1856;7904;1890749.0;5014408;24/10/2024;23534;ALTA;PENDENTE;182.5;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;14/10/2024;APROVADA;1856;7918;;534711;15/10/2024;23383;NORMAL;REALIZADA;3477.5;FACILITIES;NF 93 - VENCIMENTO 21/10;;;
9;14/10/2024;APROVADA;1856;7922;;534711;15/10/2024;23385;NORMAL;REALIZADA;210.0;FACILITIES;NF 60 - PAGAMENTO PARA 28/10;;;
8;14/10/2024;APROVADA;1856;7923;;623;14/10/2024;23370;NORMAL;REALIZADA;1345.0;FACILITIES;NF 59 - PAG P/ 28/10 - REF. MANUT. ELETRICA DO IG BRASILIA;;;
13;14/10/2024;APROVADA;1856;7924;;623;16/10/2024;23422;NORMAL;REALIZADA;3235.0;FACILITIES;NF 24 - PAGAMENTO PARA 28/10;;;
1;14/10/2024;APROVADA;1856;7927;;2105;15/10/2024;23386;NORMAL;REALIZADA;4301.67;FACILITIES;NF 80825 - PAGAMENTO PARA 18/10;;;
1;14/10/2024;APROVADA;1856;7928;;2105;15/10/2024;23391;NORMAL;REALIZADA;3427.02;FACILITIES;NF 80854 - PAGAMENTO PARA 18/10;;;
1;14/10/2024;APROVADA;1856;7929;;2105;15/10/2024;23389;NORMAL;REALIZADA;5893.08;FACILITIES;NF 80826 - PAGAMENTO PARA 18/10;;;
13;15/10/2024;APROVADA;1856;7944;;525457;15/10/2024;23399;NORMAL;REALIZADA;262.53;FACILITIES;NF 27675 - PAG. PARA  01/11 - MANUT AR CONDICIONADO;;;
25;15/10/2024;APROVADA;1856;7945;;623;15/10/2024;23396;NORMAL;REALIZADA;3673.33;FACILITIES;NF 2024/38 - PAG P/ 28/10 - LAMPADAS QUEIMADAS;;;
402;15/10/2024;APROVADA;1856;7946;;525457;15/10/2024;23397;NORMAL;REALIZADA;608.34;FACILITIES;NF 16429 - VENCIMENTO 05/11 - MANUT ELEVADOR;;;
1;16/10/2024;APROVADA;1856;7956;6368.0;5008850;16/10/2024;23447;NORMAL;REALIZADA;666.61;FACILITIES;NF 6368 - VENCIMENTO 29/10 - COMPRA DE MATERIAIS GL COMERCIO;;;
25;16/10/2024;APROVADA;1856;7958;;4126;17/10/2024;23461;NORMAL;REALIZADA;650.0;FACILITIES;NF 571 - PAG 01/11 - LIMPEZA DE VIDROS;;;
24;16/10/2024;APROVADA;1856;7959;;4126;17/10/2024;23465;NORMAL;REALIZADA;500.0;FACILITIES;NF 570 PAG P/ 01/11 - LIMPEZA DE VIDROS;;;
1;16/10/2024;APROVADA;1856;7960;;525457;16/10/2024;23438;NORMAL;REALIZADA;3000.0;FACILITIES;NF 2928 PAG 01/11 - BRASCON;;;
402;16/10/2024;APROVADA;1856;7962;;525457;16/10/2024;23428;NORMAL;REALIZADA;2000.0;FACILITIES;NF 2929 PAG 01/11 - BRASCON;;;
1;16/10/2024;APROVADA;1856;7963;;525457;17/10/2024;23460;NORMAL;REALIZADA;800.0;FACILITIES;NF 2930 PAG 01/1 - BRASCON;;;
841;16/10/2024;APROVADA;1856;7965;;525457;16/10/2024;23442;NORMAL;REALIZADA;900.0;FACILITIES;NF 2931 PAG 01/11 - BRASCON;;;
607;16/10/2024;APROVADA;1856;7966;;525457;16/10/2024;23434;NORMAL;REALIZADA;180.0;FACILITIES;NF 2932 PAG 01/11 - BRASCON;;;
843;16/10/2024;APROVADA;1856;7967;;525457;16/10/2024;23429;NORMAL;REALIZADA;250.0;FACILITIES;NF 2933 PAG 01/11 - BRASCON;;;
605;16/10/2024;APROVADA;1856;7968;;525457;16/10/2024;23432;NORMAL;REALIZADA;180.0;FACILITIES;NF 2934 PAG 01/11 - BRASCON;;;
30;16/10/2024;APROVADA;1856;7969;;525457;16/10/2024;23440;NORMAL;REALIZADA;1100.0;FACILITIES;NF 2935 PAG 01/11 - BRASCON;;;
14;16/10/2024;APROVADA;1856;7970;;525457;16/10/2024;23435;NORMAL;REALIZADA;270.0;FACILITIES;NF 2936 PAG 01/11 - BRASCON;;;
1;16/10/2024;APROVADA;1856;7976;;534711;16/10/2024;23426;NORMAL;REALIZADA;1400.0;FACILITIES;NF 33 - PAGAMENTO PARA 22/10;;;
1;16/10/2024;APROVADA;1856;7980;461232.0;5006006;25/10/2024;23508;NORMAL;PENDENTE;2335.0;FACILITIES;LINK ENVIADO POR EMAIL;;;
821;17/10/2024;APROVADA;1856;7988;41772.0;5003336;21/10/2024;23532;NORMAL;REALIZADA;15513.25;403070000;NF 41772 - VENCIMENTO 23/10 - VB MATERIAIS CONSTRUCOES;;;
821;17/10/2024;APROVADA;1856;8000;7613.0;737008;17/10/2024;23481;NORMAL;REALIZADA;56921.97;403070000;NF 7564 - PAGAMNETO EM 3 VEZES - BRAVISSIMA;;;
30;23/10/2024;APROVADA;1856;8093;;4126;23/10/2024;23575;NORMAL;REALIZADA;666.42;FACILITIES;NF 31104 - VENCIMENTO 04/11 - LIMP QUALITY;;;
843;23/10/2024;APROVADA;1856;8094;;4126;23/10/2024;23576;NORMAL;REALIZADA;158.53;FACILITIES;NF 31056 - VENCIMENTO 04/11 - LIMP QUALITY;;;
14;23/10/2024;APROVADA;1856;8095;;4126;23/10/2024;23578;NORMAL;REALIZADA;105.69;FACILITIES;NF 30951 - VENCIMENTO 04/11 - LIMP QUALITY;;;
13;23/10/2024;APROVADA;1856;8096;;4126;23/10/2024;23581;NORMAL;REALIZADA;210.0;FACILITIES;NF 399 - PAGAMENTO PARA  05/11 - LIMPEZA DE VITRINE VILLAGE;;;
24;23/10/2024;APROVADA;1856;8097;;623;23/10/2024;23587;NORMAL;REALIZADA;2544.44;FACILITIES;NF 2024/40 - PAGAMENTO PARA 04/11 - MANUT. GERAL BH SHOPPING;;;
402;23/10/2024;APROVADA;1856;8098;1420.0;5014420;23/10/2024;23572;NORMAL;REALIZADA;1009.0;FACILITIES;NF 1420 - PAGAMENTO PARA  28/10 - SANDOVAL;;;
24;23/10/2024;APROVADA;1856;8099;;623;24/10/2024;23615;NORMAL;REALIZADA;1852.5;FACILITIES;NF 2024/39 - PAGAMENTO PARA 04/11 - PINTURA DO TETO BH SHOPPING;;;
25;23/10/2024;APROVADA;1856;8100;;623;24/10/2024;23630;NORMAL;REALIZADA;16077.2;FACILITIES;NF 2024/41 - PAGAMENTO PARA  04/11 - MANUT E REFORMAS NO BELVEDERE;;;
8;23/10/2024;APROVADA;1856;8101;;534711;23/10/2024;23579;NORMAL;REALIZADA;810.0;FACILITIES;NF 187 - VENCIMENTO 28/10 - MAO DE OBRA MANUT TENSOFLEX;;;
8;23/10/2024;APROVADA;1856;8102;;5007714;24/10/2024;23635;NORMAL;REALIZADA;2388.04;FACILITIES;NF 1025 - PAGAMENTO PARA  28/10 - MATERIAIS P/ MAUT TENSOFLEX;;;
1;23/10/2024;APROVADA;1856;8104;;534711;24/10/2024;23616;NORMAL;REALIZADA;1040.0;FACILITIES;NF 36 PAGAMENTO PARA 01/11 - AR CONDICIONADO SHOWROOM;;;
13;23/10/2024;APROVADA;1856;8107;;525457;25/10/2024;23656;NORMAL;REALIZADA;1300.0;FACILITIES;NF 10107 -PAGAMENTO EM 2X - SISTEMA DE DETECCAO DE INCENDIO VILLAGE;;;
25;23/10/2024;APROVADA;1856;8111;;525457;25/10/2024;23660;NORMAL;REALIZADA;780.0;FACILITIES;NF 2024/864 - VENCIMENTO 29/10;;;
19;23/10/2024;APROVADA;1856;8120;;623;24/10/2024;23620;NORMAL;REALIZADA;1300.0;FACILITIES;NF 36 PAGAMENTO PARA 01/11 - MANUT ELETRICA SALVADOR;;;
821;23/10/2024;ATENDIDA;1856;8123;261.0;737323;24/10/2024;23607;NORMAL;REALIZADA;300000.0;FACILITIES;NF 261- PAGAMENTO JA  REALIZADO;;;
841;23/10/2024;APROVADA;1856;8124;14322.0;5005132;24/10/2024;23629;NORMAL;REALIZADA;1240.0;FACILITIES;NF 14322 - VENCIMENTO 22/11 COMPRA DE EXTINTOR BELA CINTRA;;;
607;23/10/2024;APROVADA;1856;8128;110807.0;5008666;06/11/2024;23640;ALTA;PENDENTE;148.0;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
11;24/10/2024;APROVADA;1856;8129;;623;25/10/2024;23658;NORMAL;REALIZADA;750.0;FACILITIES;NF 76 - PAGAMENTO PARA 28/10 - MANUT QUADRO ELETRICO (RIBEIRAO);;;
607;24/10/2024;APROVADA;1856;8132;;534711;24/10/2024;23624;NORMAL;REALIZADA;890.0;FACILITIES;NF 35 - VENCIMENTO 06/11 - AONA (JK);;;
605;24/10/2024;APROVADA;1856;8133;;534711;24/10/2024;23622;NORMAL;REALIZADA;270.0;FACILITIES;NF 34 - VENCIMENTO 06/11 - AONA (IGUATEMI SP);;;
605;24/10/2024;APROVADA;1856;8134;346.0;700315;24/10/2024;23637;NORMAL;REALIZADA;1480.0;FACILITIES;NF 346 - VENCIMENTO 06/11 - AONA (IGUATEMI SP);;;
13;24/10/2024;APROVADA;1856;8135;;623;25/10/2024;23654;NORMAL;REALIZADA;380.0;FACILITIES;NF 26 - PAGAMENTO PARA 06/11- VEDACAO DO BACKLIGHT;;;
1;24/10/2024;APROVADA;1856;8136;;525457;28/10/2024;23676;NORMAL;REALIZADA;800.0;FACILITIES;NF 2952 - VENCIMENTO 05/11 - MAO DE OBRA BRASCON (TROCA DA SERPENTINA);;;
1;24/10/2024;APROVADA;1856;8138;788.0;737362;28/10/2024;23677;NORMAL;REALIZADA;1586.0;FACILITIES;NF 788 - TROCA DA SERPENTINA (PRODUTO) BRASCON;;;
843;24/10/2024;APROVADA;1856;8140;;534711;24/10/2024;23638;NORMAL;REALIZADA;750.0;FACILITIES;NF 37 - VENCIMENTO 06/11 - AONA (MORUMBI);;;
1;24/10/2024;APROVADA;1856;8143;;525457;24/10/2024;23633;NORMAL;REALIZADA;1300.0;FACILITIES;NF 2953 - VENCIMENTO 05/11 - TROCA DO COMPRESSOR (BRASCON);;;
1;24/10/2024;APROVADA;1856;8145;1902332.0;5013014;01/11/2024;23740;NORMAL;PENDENTE;1980.0;FACILITIES;REFERENTE A TROCA DE TOMADA;;;
821;24/10/2024;APROVADA;1856;8149;;5004672;24/10/2024;23634;NORMAL;REALIZADA;31778.67;403070000;NF 3793 - PAGAMENTO EM 3X - FAS ILUMINACAO - OBRA BRAVISSIMA;;;
841;24/10/2024;APROVADA;1856;8152;;623;25/10/2024;23651;NORMAL;REALIZADA;400.0;FACILITIES;NF 10 - PAGAMENTO PARA 07/11 - SERVICO DE ELETRICA (ELIAS);;;
1;24/10/2024;APROVADA;1856;8153;;623;25/10/2024;23661;NORMAL;REALIZADA;1920.0;FACILITIES;NF 8 - PAGAMENTO PARA 07/11 - SERVICO D EELETRICA REALZIADO NO FINANCEIRO;;;
25;24/10/2024;APROVADA;1856;8154;58634.0;5009474;28/10/2024;23678;NORMAL;REALIZADA;400.0;FACILITIES;NF 58634 - VENCIMENTO 20/11;;;
821;24/10/2024;ATENDIDA;1856;8165;4897.0;737436;19/02/2025;23645;NORMAL;REALIZADA;48220.48;403070000;PAGAMENTO ADIANTADO;;;
821;24/10/2024;APROVADA;1856;8166;;181844;25/10/2024;23669;NORMAL;REALIZADA;50000.0;403070000;NF 159/A1 - VENCIMENTO 30/10 - CONSTRUGIX;;;
13;25/10/2024;APROVADA;1856;8167;;181844;25/10/2024;23662;NORMAL;REALIZADA;3050.0;FACILITIES;NF 10147 - VENCIMENTO 07/11 -  AJUSTES NO SISTEMA DE DETECCAO DE INCENDIO;;;
1;25/10/2024;APROVADA;1856;8170;;623;25/10/2024;23665;NORMAL;REALIZADA;3750.0;FACILITIES;NF 30 - VENCIMENTO 01/11 - THIAGO VINICIUS (SERVICO DE SARRALHERIA);;;
1;25/10/2024;APROVADA;1856;8173;;5014433;01/11/2024;23691;ALTA;PENDENTE;399.94;FACILITIES;LINK DO MATERIAL ENVIADO POR EMAIL;;;
1;28/10/2024;APROVADA;1856;8188;2418.0;5005329;28/10/2024;23674;NORMAL;REALIZADA;180.0;FACILITIES;NF 2418 - VENCIMENTO 01/11 - TROCA DA TORNEIRA DO BEBEDOURO (GELO CENTER);;;
1;28/10/2024;ATENDIDA;1856;8199;13834.0;737564;30/10/2024;23725;NORMAL;REALIZADA;2649.0;FACILITIES;NF 13819 - PAGAMENTO PARA 01/11 (COMPRA DO MARMITEIRO);;;
841;29/10/2024;APROVADA;1856;8219;;623;29/10/2024;23721;NORMAL;REALIZADA;900.0;FACILITIES;NF 295 - PAGAMENTO 04/11 - REPOS. DE PLANTAS NO BELA CINTRA (NELSINHO CONFIRMOU);;;
18;29/10/2024;APROVADA;1856;8220;;534711;30/10/2024;23726;NORMAL;REALIZADA;187.0;FACILITIES;NF 1133 - PAGAMENTO P/ 01/11 - INSTALACAO DE PORTA CELULARES;;;
25;29/10/2024;APROVADA;1856;8228;;623;30/10/2024;23727;NORMAL;REALIZADA;880.0;FACILITIES;NF 2379 - VENCIMENTO 04/11 - DEDETIZACAO BELVEDERE;;;
